Code,Title
XN110,            Leptospira kirschneri
XN481,            Leptospira kmetyi
XN6NU,            Leptospira licerasiae
XN4KP,            Leptospira noguchii
XN01X,            Leptospira santarosai
XN4FL,            Leptospira species
XN4E7,            Leptospira weilii
XN77E,            Leptospira wolffii
XN5UB,            Leptospira genomospecies 1 (alstonii)
XN2JD,          Leptotrichia
XN734,            Leptotrichia buccalis
XN4GY,            Leptotrichia goodfellowii
XN0SF,            Leptotrichia hofstadii
XN4SA,            Leptotrichia hongkongensis
XN7NF,            Leptotrichia shahii
XN6QY,            Leptotrichia trevisanii
XN5SN,            Leptotrichia wadei
XN90V,          Moraxella
XN8G6,          Morganella
XN1W2,          Mycoplasma
XN3NR,            Mycoplasma fermentans
XN9UG,            Mycoplasma genitalium
XN674,            Mycoplasma hyorhinis
XN3AD,            Mycoplasma penetrans
XN4NV,            Mycoplasma pneumoniae
XN69X,          Neisseria
XN59Y,            Neisseria gonorrhoeae
XN1DV,            Neisseria meningitidis
XN3CR,              Neisseria meningitidis serogroup A
XN8FU,              Neisseria meningitidis serogroup B
XN7EM,              Neisseria meningitidis serogroup C
XN03X,              Neisseria meningitidis serogroup W
XN0C2,              Neisseria meningitidis serogroup X
XN5H0,              Neisseria meningitidis serogroup Y
XN8ST,          Neorickettsia
XN7C8,            Neorickettsia sennetsu
XN3U2,          Pasteurella
XN30D,            Pasteurella multocida
XN1ZM,          Pleisiomonas
XN3BS,          Proteus
XN9ZF,            Proteus mirabilis
XN9DS,            Proteus morganii
XN7PE,            Proteus penneri
XN118,            Proteus vulgaris
XN7R2,          Providencia
XN2PG,            Providencia rettgeri
XN022,          Pseudomonas
XN5L6,            Pseudomonas aeruginosa
XN3JP,            Pseudomonas oryzihabitans
XN52E,            Pseudomonas mallei
XN8J7,            Pseudomonas plecoglossicida
XN8AA,            Pseudomonas pseudomallei
XN4YH,          Rickettsia
XN9YP,            Rickettsia africae
XN7WV,            Rickettsia akari
XN23V,            Rickettsia australis
XN8U4,            Rickettsia conorii
XN6W8,            Rickettsia felis
XN9NE,            Rickettsia helvetica
XN5NY,            Rickettsia hoogstraalii
XN3XV,            Rickettsia japonica
XN8SY,            Rickettsia prowazekii
XN33Q,            Rickettsia rickettsii
XN1N6,            Rickettsia sibirica
XN2AR,            Rickettsia typhi
XN0QE,          Salmonellae
XN5VC,            Salmonella enterica spp.
XN0UV,              Salmonella Paratyphi
XN1K5,                Salmonella paratyphi A
XN322,                Salmonella paratyphi B
XN5TR,                Salmonella paratyphi C
XN4AM,              Salmonella Typhi
XN7U5,              Salmonella Panama
XN97K,              Salmonella Weltevreden
XN13V,              Salmonella Wandsworth
XN3DF,              Salmonella Virchow
XN4QY,              Salmonella Give
XN3AE,              Salmonella Gaminara
XN0N5,              Salmonella Agona
XN5SM,              Salmonella Kiambu
XN3TU,              Salmonella Thompson
XN15L,              Salmonella Typhimurium
XN8SF,              Salmonella Saintpaul
XN2MU,              Salmonella Stanley
XN0LX,              Salmonella Strathcona
XN5WE,              Salmonella Senftenberg
XN291,              Salmonella Tennessee
XN87G,              Salmonella Newport
XN5TM,              Salmonella Hartford
XN1QX,              Salmonella Oranienburg
XN2SZ,              Salmonella Poona
XN36N,              Salmonella Kedougou
XN5LV,              Salmonella Litchfield
XN4LH,              Salmonella Mbandaka
XN1FK,              Salmonella Montevideo
XN3UH,              Salmonella Mikawasima
XN7QM,              Salmonella Concord
XN8RF,              Salmonella Cubana
XN39C,              Salmonella Infantis
XN6JL,              Salmonella Havana
XN1W7,              Salmonella Enteritidis
XN0Q7,              Salmonella Bareilly
XN4MS,              Salmonella Braenderup
XN3KA,              Salmonella Brandenburg
XN0NU,              Salmonella Choleraesuis
XN910,              Salmonella Bredeney
XN52S,              Salmonella Nchanga
XN8F6,              Salmonella Lille
XN7EC,              Salmonella Sandiego
XN2DJ,"              Salmonella enterica subspecies enterica serovar 4,5,12:i: "
XN7PN,"              Salmonella enterica subspecies enterica serovar 4,[5],12:i: "
XN2DW,            Salmonella bongori spp
XN71D,          Serratia spp
XN2V6,            Serratia marcescens
XN7HG,          Shigella spp
XN7Y2,            Shigella flexneri
XN8RN,            Shigella boydii
XN285,            Shigella dysenteriae
XN9M9,            Shigella sonnei
XN23Z,          Spirillum
XN0J7,            Spirillum minus
XN78V,            Spirillum pulli
XN17K,            Spirillum volutans
XN96A,            Spirillum winogradskyi
XN708,          Streptobacillus
XN91U,            Streptobacillus moniliformis
XN1L0,          Stenotrophomonas
XN0AD,            Stenotrophomonas maltophilia
XN36C,          Treponema
XN76V,            Treponema carateum
XN711,            Treponema pallidum
XN6AL,              Treponema pallidum carateum
XN35Z,              Treponema pallidum endemicum
XN030,              Treponema pallidum pallidum
XN46P,              Treponema pallidum pertenue
XN1R2,          Ureaplasma
XN8RL,          Vibrio
XN7N1,            Vibrio cholerae
XN8P1,"              Vibrio cholerae O1, biovar cholerae"
XN62R,"              Vibrio cholerae O1, biovar eltor"
XN8KD,              Vibrio cholerae O139
XN1AA,            Vibrio parahaemolyticus
XN44G,            Vibrio vulnificus
XN4QG,          Yersinia
XN91V,            Yersinia enterocolitica
XN6QS,            Yersinia pestis
XN6K8,            Yersinia pseudotuberculosis
XN65H,          Bacteroides
XN2R7,            Bacteroides fragilis
XN9EB,          Cronobacter
XN2YF,            Cronobacter sakazakii
XN9AS,          Brevundimonas
XN8W4,            Brevundimonas diminuta
XN2F0,            Brevundimonas vesicularis
XN1J7,          Aeromonas
XN40Z,            Aeromonas hydrophila
XN0XY,            Aeromonas caviae
XN4X0,          Herbaspirillum
XN7QA,            Herbaspirillum huttiense
XN706,          Elizabethkingia
XN6BA,            Elizabethkingia anophelis
XN6C4,            Elizabethkingia meningoseptica
XN15X,          Ralstonia
XN6AH,            Ralstonia picketti
XN694,            Ralstonia mannitolilytica
XN9VM,            Ralstonia insidiosa
XN3NY,          Raoultella
XN0MD,            Raoultella ornithinolytica
XN6PA,          Orientia
XN675,            Orientia tsutsugamushi
XN2QM,        Gram Positive Bacteria
XN3G0,          Actinomyces
XN0GV,            Actinomyces gerencseriae
XN15T,            Actinomyces israelii
XN8HN,            Actinomyces species
XN8EK,          Actinomycetales
XN8P7,            Actinomadura
XN9ZE,          Bacillus
XN94F,            Bacillus anthracis
XN8PY,            Bacillus cereus
XN33F,          Bifidobacterium
XN0PT,            Bifidobacterium dentium
XN198,          Clostridium
XN2JN,            Clostridium botulinum
XN7J5,            Clostridium perfringens
XN4LP,            Clostridium sordellii
XN5NQ,            Clostridium tetani
XN3NT,          Corynebacterium
XN9N1,            Corynebacterium diphtheriae
XN78S,            Corynebacterium minutissimum
XN752,            Corynebacterium striatum
XN3MP,            Corynebacterium tenuis
XN1F7,          Enterococcus
XN2H4,            Enterococcus faecalis
XN51E,            Enterococcus faecium
XN0DT,            Enterococcus avium
XN3XY,            Enterococcus casseliflavus
XN724,            Enterococcus durans
XN8BQ,            Enterococcus gallinarum
XN4ZZ,            Enterococcus mundtii
XN3QK,            Enterococcus raffinosus
XN494,          Erysipelothrix
XN4FJ,            Erysipelothrix rhusiopathiae
XN4D1,          Listeria
XN39H,            Listeria ivanovii
XN602,            Listeria monocytogenes
XN20K,          Nocardia
XN2BK,            Nocardia asteroides
XN1LG,            Nocardia brasiliensis
XN5M7,          Propionibacterium
XN27L,            Propionibacterium propionicus
XN9ZG,          Staphylococcus
XN6BM,            Staphylococcus aureus
XN4B5,              Panton Valentine Leukocidin–producing Staphylococcus aureus
XN0PR,            Staphylococcus auricularis
XN0H1,            Staphylococcus capitis
XN99G,            Staphylococcus caprae
XN95B,            Staphylococcus cohnii
XN8KJ,            Staphylococcus epidermidis
XN2GD,            Staphylococcus haemolyticus
XN09P,            Staphylococcus leei
XN4N7,            Staphylococcus lugdunensis
XN8WC,            Staphylococcus pasteuri
XN6FH,            Staphylococcus pettenkoferi
XN9X8,            Staphylococcus schleiferi
XN2HN,            Staphylococcus sciuri
XN7RE,            Staphylococcus simulans
XN4C9,            Staphylococcus warneri
XN7TQ,            Staphylococcus xylosus
XN567,            Staphylococcus hominis
XN3NM,          Streptococcus
XN1V3,            Alpha hemolytic Streptococcus
XN3PW,              Streptococcus pneumoniae
XN9LA,              Streptococcus viridans
XN1AF,            Beta haemolytic Streptococcus
XN2NS,            Gamma haemolytic Streptococcus
XN6LP,"            Streptococcus, group A"
XN7YG,              Streptococcus pyogenes
XN2M1,"            Streptococcus, group B"
XN0KC,              Streptococcus agalactiae
XN518,            Group C Streptococcus
XN0TY,              Streptococcus zooepidemicus
XN5KC,"            Streptococcus, group D"
XN6KJ,              Streptococcus bovis
XN625,              Streptococcus equinus
XN8BJ,            Group E Streptococcus
XN6BB,            Group F Streptococcus
XN84N,            Group G Streptococcus
XN8UN,              Streptococcus dysgalactiae
XN40Y,            Group H Streptococcus
XN39R,              Streptococcus anginosus
XN3L7,              Streptococcus canis
XN0FR,              Streptococcus constellatus
XN4PA,              Streptococcus iniae
XN67P,              Streptococcus intermedius
XN5BP,              Streptococcus mitis
XN2RH,              Streptococcus mutans
XN4B2,              Streptococcus oralis
XN18T,              Streptococcus parasanguinis
XN58W,              Streptococcus peroris
XN6KE,              Streptococcus pseudopneumoniae
XN5DB,              Streptococcus ratti
XN3BQ,              Streptococcus salivarius
XN9FP,              Streptococcus sanguinis
XN0XM,              Streptococcus sobrinus
XN5SE,              Streptococcus suis
XN4LM,              Streptococcus thermophilus
XN1TV,              Streptococcus uberis
XN0Z2,              Streptococcus vestibularis
XN7PP,          Tropheryma
XN5P4,            Tropheryma whipplei
XN0SE,          Clostridioides difficile
XN87X,"        Bacteria, neither Gram Negative nor Gram Positive"
XN2DX,          Borrelia
XN7GL,            Borrelia afzelii
XN13C,            Borrelia burgdorferi
XN4VZ,            Borrelia garinii
XN3PD,            Borrelia hermsii
XN2P3,            Borrelia miyamotoi
XN6VH,            Borrelia parkeri
XN5R4,            Borrelia recurrentis
XN140,            Borrelia vincentii
XN2NR,          Mycobacterium
XN6YB,            Mycobacterium africanum
XN8AB,            Mycobacterium bovis
XN8N3,            Mycobacterium canettii
XN4MR,            Mycobacterium caprae
XN9H9,            Mycobacterium colombiense
XN8FC,            Mycobacterium indicus pranii
XN5TS,            Mycobacterium leprae
XN3T2,            Mycobacterium microti
XN7H2,            Mycobacterium pinnipedii
XN1N2,            Mycobacterium tuberculosis
XN96Q,            Non tuberculous mycobacterium
XN3L9,              Mycobacterium kansasii
XN5C1,              Mycobacterium malmoense
XN53D,              Mycobacterium xenopi
XN6PL,              Mycobacterium asiaticum
XN4MW,              Mycobacterium simiae
XN975,              Mycobacterium szulgai
XN74T,              Mycobacterium scrofulaceum
XN7YR,              Mycobacterium haemophilum
XN8ZX,              Mycobacterium fortuitum
XN8RB,              Mycobacterium marinum
XN9M0,              Mycobacterium ulcerans
XN3D3,              Mycobacterium chelonei
XN97H,              Mycobacterium avium complex
XN5LZ,                Mycobacterium avium
XN8FF,                  Mycobacterium avium hominissuis
